,Unnamed: 0,Name,username,twitter_link,text,likes,retweets,replies,followers,engagement_rate
430,430,Pat Dennis,patdennis,https://twitter.com/patdennis/status/1696495118004392052#m,I said the names of the 10 drugs Medicare is going to start negotiating for into a mirror and accidentally summoned an undead pharma salesman from the great beyond Eliquis Jardiance Xarelto Januvia Farxiga Entresto Enbrel Imbruvica Stelara NovoLog,1,0,1,8132,0.024594195769798325
605,605,Ben Fidler,BentheFidler,https://twitter.com/BentheFidler/status/1644369051471302658#m,AbbVie removes two approvals for blood cancer drug Imbruvica https://www.biopharmadive.com/news/abbvie-withdraw-imbruvica-accelerated-approval/647101/ by @Lilah_Alvarado $ABBV $JNJ,2,0,0,7880,0.025380710659898477
184,184,Wiley 🇺🇸🇮🇹,Octopuses_Grdn,https://twitter.com/Octopuses_Grdn/status/1697006718968905960#m,crucial medications. 2/2  ✅Eliquis ✅Jardiance ✅Januvia ✅Farxiga ✅Entresto ✅Enbrel ✅Imbruvica ✅Stelara ✅Fiasp; Fiasp FlexTouch; Fiasp PenFill; NovoLog; NovoLog FlexPen; NovoLog PenFill  Let's ruin Kevin McCarthy’s day and SHARE this everywhere.,5,2,2,7842,0.11476664116296864
208,208,Scott Dehn,ScottDehn,https://twitter.com/ScottDehn/status/1696892207297438105#m,Spread it >>  @JoeBiden  Medicare can now negotiate lower costs for these prescription drugs thanks to my Inflation Reduction Act:  —Eliquis —Jardiance —Xarelto —Januvia —Farxiga —Entresto —Enbrel —Imbruvica —Stelara —Fiasp  Every single Republican in Congress voted against this.,0,0,0,7827,0.0
17,17,San Diego Biotech Networks,sdbn,https://twitter.com/sdbn/status/1727080717920690251#m,"J&J, Genmab reveal first-line data for Darzalex Faspro, plus new mantle cell lymphoma results for Imbruvica-Venclexta: #ASH23 https://sdbn.org/san-diego-biotech-news/2023/11/21/jj-genmab-reveal-first-line-data-for-darzalex-faspro-plus-new-mantle-cell-lymphoma-results-for-imbruvica-venclexta-ash23/ #biotech #news",0,0,0,7789,0.0
592,592,Peter Suzman,Biomaven,https://twitter.com/Biomaven/status/1644908553646272512#m,PCYC not Ibrance - they were Imbruvica (ibrutinib)  Was completely new management- all that continued was the name.,4,0,1,7714,0.06481721545242417
379,379,atthebeach345 🌻🖤,thebeach345,https://twitter.com/thebeach345/status/1696522919839732193#m,"The Biden administration will negotiate prices for these drugs: Eliquis, Jardiance, Xarelto, Januvia, Farxiga, Entresto, Enbrel, Imbruvica, Stelara, Fiasp and certain other insulins made by Novo Nordisk, including NovoLog. https://www.cnn.com/2023/08/29/politics/medicare-drug-price-negotiations/index.html",19,8,3,7673,0.3909813632216865
996,996,HCPLive,HCPLiveNews,https://twitter.com/HCPLiveNews/status/1563160333522333697#m,ICYMI: The #FDA approved ibrutinib (IMBRUVICA) for the treatment of pediatric patients 1 year and older with chronic graft-versus-host-disease (cGVHD) following failure of 1 or more lines of systemic therapy.   https://www.hcplive.com/view/fda-ibrutinib-pediatric-chronic-graft-versus-host-disease,0,0,0,7413,0.0
983,983,Dr. Ellis,DrAnneEllis,https://twitter.com/DrAnneEllis/status/1564277912504877060#m,IMBRUVICA (ibrutinib) - Risk of Serious and Fatal Cardiac Arrhythmias or Cardiac Failure - Canada.ca https://recalls-rappels.canada.ca/en/alert-recall/imbruvica-ibrutinib-risk-serious-and-fatal-cardiac-arrhythmias-or-cardiac-failure,0,0,0,7393,0.0
981,981,Medical Xpress,physorg_health,https://twitter.com/physorg_health/status/1564325018674290694#m,#FDA approves Imbruvica for pediatric chronic graft versus host disease https://medicalxpress.com/news/2022-08-fda-imbruvica-pediatric-chronic-graft.html,0,0,0,7380,0.0
662,662,Persimmon Tree Investments,PersimmonTI,https://twitter.com/PersimmonTI/status/1622309926189015041#m,"$MREO — For bone, breath and money?  These excerpts can feed the fever dream of countless $XBI sh*tcos, sure, but still…  Have to wonder if Pharmacyclics price action before ibrutinib became, well ibrutinib or Imbruvica is harbinger…  “[To broker:] Get me 1mm shares now!”",14,0,2,7350,0.21768707482993196
663,663,Persimmon Tree Investments,PersimmonTI,https://twitter.com/PersimmonTI/status/1622306742255099907#m,$xbi  Kinda cool to see Twitter ads for Imbruvica in the same timeline as posts about “For Blood and Money”…,4,1,2,7350,0.09523809523809523
828,828,Persimmon Tree Investments,PersimmonTI,https://twitter.com/PersimmonTI/status/1596880551222206464#m,"$JNJ / $ABBV , $BGNE , $AZN   The rise of Brukinsa is likely one of the biggest ASH22 stories.   The mighty ibrutinib faces stiff competition in CLL…   Will combo therapies factor in $JNJ bid for Imbruvica to retain its perch? Perhaps.",9,2,0,7350,0.14965986394557823
614,614,Persimmon Tree Investments,PersimmonTI,https://twitter.com/PersimmonTI/status/1643213760264372224#m,"$ONCT   Ibrutinib/Imbruvica generic, Brukinsa on the rise.   The writing may have been on the wall for Zilo:",6,0,0,7350,0.0816326530612245
380,380,Building Back Together,BuildingBack_US,https://twitter.com/BuildingBack_US/status/1696520375356813479#m,🎉BREAKING: @POTUS just announced a list of ten prescription drugs whose prices will come down for Medicare recipients thanks to the Inflation Reduction Act!  ✅Eiquis ✅Jardiance ✅Xarelto ✅Januvia ✅Farxiga ✅Entresto ✅Enbrel ✅Imbruvica ✅Stelara ✅Fiasp/NovoLog,98,51,5,7277,2.1162566991892264
58,58,JobRx.com,jobrx,https://twitter.com/jobrx/status/1718175889064710436#m,"AbbVie takes $2.1 billion charge on cancer drug ahead of US price negotiation  AbbVie (ABBV.N), girding for government price negotiations on its big-selling cancer drug Imbruvica, on Friday disclosed a $2.1 billion charge related to an expected drop ...  https://buff.ly/475HjB4",0,0,0,7118,0.0
417,417,Shira Stein,shiramstein,https://twitter.com/shiramstein/status/1696499945790960117#m,"Fiasp, Januvia, Jardiance, Farxiga—diabetes Eliquis—blood clots Xarelto—blood clots, coronary artery disease Entresto—heart failure Enbrel—RA, psoriasis, psoriatic arthritis Imbruvica—blood cancer Stelera—psoriasis, psoriatic arthritis, crohn's, ulcerative colitis",1,0,0,7066,0.01415227851684121
217,217,Ariel Hand,AdajahHand,https://twitter.com/AdajahHand/status/1696859297731268652#m,"The American people Righted the ship, and look what happened Medicare's first drug price negotiations will focus on insulin, blood thinners and more Eliquis Jardiance Xarelto Januvia Farxiga Entresto Enbrel Imbruvica Stelara https://www.statnews.com/2023/08/29/10-drugs-medicare-price-negotiation/",0,0,1,7025,0.014234875444839857
167,167,"Atul Grover, MD, PhD",AtulGroverMD,https://twitter.com/AtulGroverMD/status/1697293142209245587#m,"Eliquis, Jardiance, Xarelto, Januvia, Farxiga, Entresto, Enbrel, Imbruvica and Stelara  i'd like to say i know these Rx from studying the PDR (if that still exists) but   more likely it's the constant advertising...  i think they'll be just fine $$$  https://www.cnn.com/2023/08/29/politics/medicare-drug-costs-what-matters",4,0,1,6990,0.07153075822603719
654,654,Nathan Vardi,nathanvardi,https://twitter.com/nathanvardi/status/1623690607561527299#m,This morning $ABBV reported that Imbruvica global net revenue was down 19.5% in Q4 while $AZN said Calquence was up 49%. #FORBLOODANDMONEY,5,0,0,6657,0.0751089079164789
88,88,"Dr. Paul De Santis, PharmD🇺🇸🇺🇦",DrPaulyDeSantis,https://twitter.com/DrPaulyDeSantis/status/1710137196576133274#m,"Would NOT count on it… Pepaxto, Blenrep, Zydelig, Imbruvica, Keytruda, Opdivo, Tecentriq….if not tomorrow eventually….",1,0,0,6532,0.015309246785058175
598,598,"Pink Sheet, Citeline Regulatory",PharmaPinkSheet,https://twitter.com/PharmaPinkSheet/status/1644626684958629889#m,"Keeping Track: Accelerated Approval Wins (Padcev+Keytruda) And Losses (Imbruvica To Shed MCL, MZL Claims) https://bit.ly/41aorh9 #PinkSheet",0,0,0,6327,0.0
47,47,Paul D. Rennert,PDRennert,https://twitter.com/PDRennert/status/1720192743497171383#m,yes agreed.  Beigene presented data in post-imbruvica patients (pre-COVID Cowen meeting) if I remember right.  Maybe response rates are not as good...,0,0,0,6171,0.0
398,398,Dr. Ron DePinho,RonDePinho,https://twitter.com/RonDePinho/status/1696510242203246622#m,"@CMSGov Medicare announced the 10 drugs selected for drug-price negotiation. The drugs include Eliquis, Jardiance, Xarelto, Januvia, Farxiga, Entresto, Enbrel, Imbruvica, Stelara, and Fiasp or NovoLog. New prices drop in 2026, if it ever gets that far in the courts.",0,0,0,6024,0.0
856,856,AoI Ventures,aoiventures,https://twitter.com/aoiventures/status/1592769150434545664#m,"#NATCO Pharma Limited informed that Appeals Court in the US has rejected its marketing partner Alvogen’s appeal on Ibrutinib Tablets of 140 mg, 280 mg, 420 mg and 560 mg strength (proposed generic equivalents to Imbruvica® Tablets)",4,0,0,5764,0.06939625260235947
760,760,Patient Power,PatientPower,https://twitter.com/PatientPower/status/1603438505144864768#m,"NEW FROM #ASH22: Results from the Triangle trial, suggests that some mantle cell lymphoma (#MCL) patients may be able to receive chemoimmunotherapy with the addition of the targeted therapy ibrutinib (Imbruvica) and then forgo transplant.   More: https://bit.ly/3FR29t8 #leusm",1,0,0,5646,0.017711654268508677
616,616,Life Sciences BC,lifesciences_bc,https://twitter.com/lifesciences_bc/status/1641221271655464962#m,#LSBCMember News: Health Canada Authorizes IMBRUVICA® (ibrutinib) in a Fixed-Duration Combination with Venetoclax for Adult Patients with Previously Untreated Chronic Lymphocytic Leukemia (CLL). @JanssenCanada. Read more: ow.ly/gi5350NvfG5,1,0,0,5645,0.01771479185119575
795,795,Ohad Hammer,ohadhammer,https://twitter.com/ohadhammer/status/1602281174424236033#m,ASH KOL call from Cowen includes some bold predictions (my highlights) on the Btk space. Troubling for $ABBV as Imbruvica is its 3rd biggest drug and pretty bullish for $BGNE which is expected to dominate a $10B market and has a ~$21B market cap,23,5,1,5596,0.5182273052180129
649,649,Axial,AxialXYZ,https://twitter.com/AxialXYZ/status/1625915769908502528#m,"Royalty Pharma $RPRX is the largest buyer of drug royalties in the world. Founded in 1996 by Pablo Legorreta @plegorreta, the company has deployed over $20B for >50 royalties on marketed medicines like Xtandi & Imbruvica. Generating over $2B in annual revenue",20,5,3,5582,0.5016123253314224
391,391,Amy Tidd,AmyTidd,https://twitter.com/AmyTidd/status/1696514565612150852#m,"7. Enbrel, for arthritis and other autoimmune conditions, from Amgen  8. Imbruvica, for blood cancers, from AbbVie and Johnson & Johnson  9. Stelara, for Crohn’s disease, from Johnson & Johnson  10. Fiasp and NovoLog insulin products, for diabetes, from Novo Nordisk #DemsDeliver",2,2,0,5518,0.07249003262051468
447,447,CQ HealthBeat,CQHealthTweet,https://twitter.com/CQHealthTweet/status/1696488250687230001#m,Imbruvica: inhibits b cell proliferation 9/11,0,0,0,5372,0.0
997,997,AlphaBronze,Alpha_Bronze,https://twitter.com/Alpha_Bronze/status/1563141711513014273#m,"AbbVie, J&J's Imbruvica wins first pediatric nod, this one for chronic graft-versus-host disease! $ABBV $JNJ #pharma #Pediatrics https://bit.ly/3wxfYI2",1,0,0,5216,0.019171779141104295
827,827,AlphaBronze,Alpha_Bronze,https://twitter.com/Alpha_Bronze/status/1597204911812378629#m,"ASH: AbbVie, J&J's Imbruvica under serious threat as BeiGene's Brukinsa delivers head-to-head trial win! $ABBV $JNJ $BGNE #pharma #cancer bit.ly/3UlgEcM",1,0,1,5203,0.03843936190659235
556,556,AlphaBronze,Alpha_Bronze,https://twitter.com/Alpha_Bronze/status/1650143738881253383#m,"AbbVie, J&J get win in UK for Imbruvica combo as BeiGene, AZ surge with single agents! AbbVIe's Imbruvica is still the world's top-selling BTK inhibitor for blood cancers! $ABBV $JNJ $BGNE $AZN #pharma #Leukemia #UK https://bit.ly/3KXBAnh",1,0,0,5182,0.0192975685063682
591,591,AlphaBronze,Alpha_Bronze,https://twitter.com/Alpha_Bronze/status/1645387398308823040#m,"AbbVie, J&J pull 2 Imbruvica accelerated approvals in lymphoma, giving way to AZ and BeiGene! $ABBV $JNJ $AZN $BGNE #pharma #lymphoma bit.ly/3UpQMhy",1,0,0,5182,0.0192975685063682
56,56,AlphaBronze,Alpha_Bronze,https://twitter.com/Alpha_Bronze/status/1718665244560814472#m,"As Imbruvica loses steam, AbbVie takes $2.1B charge and points to CMS price negotiations! $ABBV #pharma #leukemia https://www.fiercepharma.com/pharma/abbvie-estimates-value-imbruvica-will-decline-21b-because-cms-price-negotiations",1,0,0,5134,0.019477989871445268
71,71,MissFina 🇨🇦🇭🇰🇨🇳,Love4Spring,https://twitter.com/Love4Spring/status/1717351196438999160#m,"Who in the US without a drug plan can afford cancer treatment?!   The blood cancer drug Imbruvica costs about $600 per tablet or roughly $17,000 per month!!!  Hope US negotiations w. Big Pharma will bring down probably 25-50% lower than the current prices. https://fortune.com/well/2023/10/25/medicare-drug-price-negotiation-affect-prescription-costs/",5,0,1,4924,0.12185215272136475
846,846,Ned Pagliarulo,NedPagliarulo,https://twitter.com/NedPagliarulo/status/1595057521022074883#m,#ASH22 late-breaking abstracts are now available:   https://ash.confex.com/ash/2022/webprogram/Session23250.html  Abstracts include:       - Results from Apply-PNH study of $NVS iptacopan      - Results from APLINE study of $BGNE Brukinsa vs. Imbruvica in CLL/SLL,1,0,1,4745,0.04214963119072709
20,20,Ned Pagliarulo,NedPagliarulo,https://twitter.com/NedPagliarulo/status/1726970612621664523#m,#ASH23 late-breakers:   https://ash.confex.com/ash/2023/webprogram/Session25508.html  LBA1- Perseus trial of dara + VRd in NDMM LBA2- Sympatico trial of Imbruvica + Venclexta in MCL LBA3- PATH trial of Pomalyst in HHT LBA4- Reduced intensity BMT in SCD LBA5- Augment-101 trial of revumenib LBA6- ERG gene study,17,3,0,4744,0.42158516020236086
816,816,Flash Alert,FlashAlert_me,https://twitter.com/FlashAlert_me/status/1601612623165894656#m,"$ABBV [15s. delayed]: Issued Press Release on December 10, 11:15:00: AbbVie Presents Data at the 64th American Society of Hematology (ASH) Annual Meeting Adds to Robust IMBRUVICA® (ibrutinib) Science https://s.flashalert.me/bfbOYT",0,0,0,4642,0.0
845,845,BeiGene,BeiGeneGlobal,https://twitter.com/BeiGeneGlobal/status/1595057692988538883#m,We will present final progression-free survival (PFS) results from our ALPINE trial demonstrating superior PFS for our BTK inhibitor vs. Imbruvica® in a late-breaking oral session at #ASH22. bit.ly/3gushA3,14,3,0,4638,0.3665373005605865
988,988,Trip Database,tripdatabase,https://twitter.com/tripdatabase/status/1563887007776083968#m,New2Trip: Ibrutinib (Imbruvica) in combination w/ venetoclax for treatment of previously untreated chronic lymphocytic leukaemia (CLL) https://www.tripdatabase.com/r/11922944,0,0,0,4628,0.0
624,624,HPRA,TheHPRA,https://twitter.com/TheHPRA/status/1635300065165324289#m,"The latest edition of the HPRA Drug Safety Newsletter (DSN) includes important updates to support the safe and appropriate use of Levothyroxine, Levonorgestrel-containing products and IMBRUVICA®.   Download it from our website: https://www.hpra.ie/docs/default-source/publications-forms/newsletters/hpra-drug-safety-newsletter-edition.pdf?sfvrsn=9",2,2,0,4567,0.08758484782132692
179,179,Etaoin Shrdlu,Shrdlu,https://twitter.com/Shrdlu/status/1697062501228109980#m,"I'm not over 65, I'm not on Medicare, and I don't take Eliquis, Jardiance, Xarelto, Januvia, Farxiga, Entresto, Enbrel, Imbruvica, Stelara, or Fiasp — and they are just negotiating with Big Pharma on those drugs for 2025. It's a big nothing burger, to borrow an expression.",2,1,0,4510,0.06651884700665188
800,800,Pharma Technology Focus,PharmaTechFocus,https://twitter.com/PharmaTechFocus/status/1602088083406585857#m,Frontline #Imbruvica threatens transplant use in a Mantle cell lymphoma patient subset #ASH22 #MCL #lymphoma,0,0,0,4440,0.0
438,438,Jeannie Baumann,jeanniereporter,https://twitter.com/jeanniereporter/status/1696492323352301893#m,TLDR: Eliquis Jardiance Xarelto Januvia Farxiga Entresto Enbrel Imbruvica Stelara Fiasp; Fiasp FlexTouch; Fiasp PenFill; NovoLog; NovoLog      FlexPen; NovoLog PenFill,8,4,2,4212,0.33238366571699907
366,366,Bijoy Telivala,BijoyTelivala,https://twitter.com/BijoyTelivala/status/1696530711824793914#m,Glad to see Eliquis/Xarelto/Imbruvica in the list  So many seniors pay ridiculous amount of money for these drugs   #medicare #drugpricing #seniors,5,0,1,4019,0.1492908683752177
766,766,Bio/Tech Stock Focus,MarcJacksonLA,https://twitter.com/MarcJacksonLA/status/1603073362187943940#m,$ABBV $AZN $BGNE $LLY $NRIX Ash 2022 – pirtobrutinib leads the post-Imbruvica charge https://www.evaluate.com/vantage/articles/events/conferences-trial-results/ash-2022-pirtobrutinib-leads-post-imbruvica,0,0,0,3816,0.0
814,814,Bio/Tech Stock Focus,MarcJacksonLA,https://twitter.com/MarcJacksonLA/status/1601617748941221888#m,"$JNJ Results from the Phase 3 GLOW Study of Fixed-Duration Treatment with IMBRUVICA® (ibrutinib) Plus Venetoclax Shows Robust Efficacy and Sustained Response in Older,Unfit Patients with Previously Untreated Chronic Lymphocytic Leukemia https://www.news-journal.com/new-results-from-the-phase-3-glow-study-of-fixed-duration-treatment-with-imbruvica-ibrutinib/article_6e8e9b50-5b08-5812-be84-3f888d061007.html?utm_medium=social&utm_source=twitter&utm_campaign=user-share via @newsjournal",0,0,0,3816,0.0
563,563,Bio/Tech Stock Focus,MarcJacksonLA,https://twitter.com/MarcJacksonLA/status/1649448512323719173#m,"$ABBV $JNJ AbbVie, J&J get win in UK for Imbruvica combo as BeiGene, AZ surge with single agents https://www.fiercepharma.com/pharma/beigenes-brukinsa-surging-cll-abbvie-gets-win-uk-imbruvica-venclyxta-combo",0,0,0,3816,0.0
586,586,Bio/Tech Stock Focus,MarcJacksonLA,https://twitter.com/MarcJacksonLA/status/1645444926170345477#m,"$ABBV $JNJ AbbVie, J&J pull 2 Imbruvica accelerated approvals in lymphoma, giving way to AZ and BeiGene https://www.fiercepharma.com/marketing/abbvie-jj-pull-2-imbruvica-accelerated-approvals-lymphoma-giving-way-az-beigene",1,0,0,3816,0.026205450733752623
560,560,Dr Timos Papagatsias,_timos_,https://twitter.com/_timos_/status/1649604458278711297#m,NICE signs off on AbbVie's Imbruvica-Venclyxta combo in CLL - FiercePharma dlvr.it/SmtSH2 #strategy #competitiveintelligence #marketing #competitivemarketing #pharma #biotech #pharmaceutical #healthcare,0,1,0,3766,0.02655337227827934
564,564,Dr Timos Papagatsias,_timos_,https://twitter.com/_timos_/status/1649443428491751424#m,NICE signs off on AbbVie's Imbruvica-Venclyxta combo in CLL - FiercePharma dlvr.it/SmsKmP #strategy #competitiveintelligence #marketing #pharmaceutical #pharma #healthcare #biotech #competitivemarketing,0,1,0,3766,0.02655337227827934
830,830,Team Pajamas,kfairwrites,https://twitter.com/kfairwrites/status/1596196425687130112#m,"You are a prince, Mark.  Imbruvica: life-saving & bank account-draining.",0,0,0,3742,0.0
446,446,"Ashley Love Sumrall, MD, FACP, FASCO",AshleySumrallMD,https://twitter.com/AshleySumrallMD/status/1696488472721170459#m,"A BIG step in controlling drug costs. @HHSGov @MedicareGov will start negotiation process for cost of these drugs. 👀 eliquis, xarelto, imbruvica #onctwitter #hemetwitter",10,3,2,3731,0.40203698740284105
982,982,Managed Healthcare,MHExecutive,https://twitter.com/MHExecutive/status/1564285574697156608#m,"ICYMI: Both Pfizer & Moderna have submitted applications for an updated booster vaccine, & the FDA grants EUA for Novavax vaccine for adolescents. Thy also approved rapid-acting Auvelity for major depression, expanded Imbruvica for young children and more ow.ly/24WG50KuAnm",0,0,0,3616,0.0
383,383,Managed Healthcare,MHExecutive,https://twitter.com/MHExecutive/status/1696519653433192670#m,BREAKING: #HHS announces first 10 drugs for #Medicare price negotiation. The first 10 drugs selected for Medicare #PriceNegotiation are: 1. Eliquis 2. Jardiance 3. Xarelto 4. Januvia 5. Farxiga 6. Entresto 7. Enbrel 8. Imbruvica 9. Stelara 10. Fiasp,2,2,0,3616,0.11061946902654868
95,95,Team Dark Brandon 🇺🇦 🌈,MouthAka,https://twitter.com/MouthAka/status/1709343044745515112#m,I’m on Imbruvica and it’s hella expensive.,0,0,0,3594,0.0
786,786,Sniff Out Stocks,SniffOutStocks,https://twitter.com/SniffOutStocks/status/1602681674541993984#m,BeiGene's BRUKINSA® (zanubrutinib) Demonstrated Superior Progression-Free Survival Over IMBRUVICA® (ibrutinib) in Chronic Lymphocytic Leukemia in Late-Breaker at ASH dlvr.it/SfJ45b,0,0,0,3568,0.0
70,70,CSRxP,RxPricing,https://twitter.com/RxPricing/status/1716556906225885628#m,"Thanks to an anti-competitive patent scheme on @JNJNews’ blockbuster cancer drug Imbruvica — which costs an enormous $180,000 a year — spend on the drug is set to exceed $41 billion between 2027 and 2036.  https://www.csrxp.org/big-pharma-earnings-watch-johnson-johnson-11/?utm_source=twitter&utm_medium=social&utm_campaign=social_twitter_social_20231023_E_no_1_",3,2,0,3545,0.14104372355430184
448,448,Laura Santhanam,LauraSanthanam,https://twitter.com/LauraSanthanam/status/1696488150070136883#m,Here’s the list of 10 drugs the White House+ @CMSGov have negotiated prices so far  •Eliquis •Jardiance •Xarelto •Januvia •Farxiga •Entresto •Enbrel •Imbruvica •Stelara •Fiasp; Fiasp FlexTouch; Fiasp PenFill; NovoLog; NovoLog FlexPen; NovoLog PenFill,1,0,0,3470,0.028818443804034585
178,178,judah,judahistweeting,https://twitter.com/judahistweeting/status/1697062749812011468#m,Enbrel and Imbruvica sound like fonts that suck,4,1,0,3424,0.14602803738317757
995,995,LOUIS WOOLF,torvale1953,https://twitter.com/torvale1953/status/1563169574916304897#m,"August 26,2022  Novartis (NVS) plans to spin off its generics division, Sandoz.... FDA approves J&J (JNJ) and AbbVie's (ABBV) Imbruvica for pediatric indication cGVHD.",1,0,0,3305,0.0302571860816944
441,441,Rich Meyer,richmeyer,https://twitter.com/richmeyer/status/1696490861180109061#m,"Medicare on Tuesday announced the first 10 drugs selected for a new drug price negotiation program created in Democrats’ drug pricing reform law. The drugs include Eliquis, Jardiance, Xarelto, Januvia, Farxiga, Entresto, Enbrel, Imbruvica, Stelara, and insulins that go by names including Fiasp and NovoLog. #medicare",0,0,0,3305,0.0
847,847,Latest News from Business Wire,NewsFromBW,https://twitter.com/NewsFromBW/status/1595047965231820802#m,BeiGene to Present Final PFS Results from ALPINE Trial Demonstrating Superior PFS for BRUKINSA® Versus IMBRUVICA® in Late-Breaking Oral Session at ASH 2022 dlvr.it/SdBFQJ,0,0,0,3189,0.0
788,788,Latest News from Business Wire,NewsFromBW,https://twitter.com/NewsFromBW/status/1602680630663577603#m,BeiGene’s BRUKINSA® (zanubrutinib) Demonstrated Superior Progression-Free Survival Over IMBRUVICA® (ibrutinib) in Chronic Lymphocytic Leukemia in Late-Breaker at ASH dlvr.it/SfJ3FP,0,0,0,3189,0.0
401,401,Tom Avril,TomAvril1,https://twitter.com/TomAvril1/status/1696507438998925779#m,"Xarelto, Eliquis, Enbrel, Stelara, Imbruvica, Jardiance... Some big names on this list of 10 drugs for which Medicare will negotiate https://www.inquirer.com/business/health/biden-drugs-medicare-prices-diabetes-blood-thinner-20230829.html",5,4,0,3115,0.28892455858747995
582,582,SpecialtyPTimes,SpecialtyPTimes,https://twitter.com/SpecialtyPTimes/status/1645789655756046338#m,Janssen Pharmaceutical Companies voluntarily withdrew the accelerated approvals for ibrutinib (Imbruvica) for patients with mantle cell lymphoma and marginal zone lymphoma. Read more here. ow.ly/Bzsz50NFVur,0,0,0,3052,0.0
994,994,Contemp. Pediatrics,ContemPeds,https://twitter.com/ContemPeds/status/1563193317088960518#m,#Ibrutinib (IMBRUVICA; AbbVie) was approved by the @US_FDA for use in pediatric patients with chronic graft versus host disease. https://buff.ly/3KCNJxD,1,0,0,2701,0.037023324694557574
32,32,Anne 🇺🇸💙💛💙🇺🇦🕎✝️🏳️‍🌈☮️,AnnieOakley2015,https://twitter.com/AnnieOakley2015/status/1721656939019378743#m,"@PressSec please show the average Social Security income, and the percentage spent on life saving Imbruvica. For many, it would take 1/4th or more of monthly income. Thanks for your help for American seniors.",0,0,0,2639,0.0
817,817,Stock News Bot,StockNewsBot2,https://twitter.com/StockNewsBot2/status/1601611908439715840#m,$ABBV AbbVie Presents Data at the 64th American Society of Hematology (ASH) Annual Meeting Adds to Robust IMBRUVICA® (ibrutinib) Science https://www.stocktitan.net/news/ABBV/abb-vie-presents-data-at-the-64th-american-society-of-hematology-ash-u6skfpsk95cb.html,1,0,0,2631,0.03800836183960471
790,790,Stock News Bot,StockNewsBot2,https://twitter.com/StockNewsBot2/status/1602680023651172353#m,$BGNE BeiGene’s BRUKINSA® (zanubrutinib) Demonstrated Superior Progression-Free Survival Over IMBRUVICA® (ibrutinib) in Chronic Lymphocytic Leukemia in Late-Breaker at ASH https://www.stocktitan.net/news/BGNE/bei-gene-s-brukinsa-r-zanubrutinib-demonstrated-superior-progression-0j19446j11qv.html,0,0,0,2631,0.0
848,848,Stock News Bot,StockNewsBot2,https://twitter.com/StockNewsBot2/status/1595047218758782977#m,$BGNE BeiGene to Present Final PFS Results from ALPINE Trial Demonstrating Superior PFS for BRUKINSA® Versus IMBRUVICA® in Late-Breaking Oral Session at ASH 2022 https://www.stocktitan.net/news/BGNE/bei-gene-to-present-final-pfs-results-from-alpine-trial-hlqei2kf51qm.html,1,0,0,2631,0.03800836183960471
355,355,HHSRegion7,HHSRegion7,https://twitter.com/HHSRegion7/status/1696550300872573066#m,"Medicare begins negotiations to lower costs on 10 drugs: Blood thinners Eliquis & Xarelto diabetes drugs Jardiance, Januvia, Farxiga & Fiasp/Novolog insulin Entresto, for heart falure Enbrel & Stelara, for autoimmune diseases  Imbruvica, for blood cancers https://bit.ly/3qWyCcD",0,0,0,2626,0.0
226,226,Nicole Oertli King also @ bluesky,NicoleOKing,https://twitter.com/NicoleOKing/status/1696777976757580032#m,Ms Imbruvica Electronica will not stand for this,3,0,0,2623,0.1143728555089592
434,434,Emily Gee,EmilyG_DC,https://twitter.com/EmilyG_DC/status/1696494341764628497#m,The first 10 drugs HHS will negotiate lower Medicare prices for under the #InflationReductionAct: Eliquis Jardiance Xarelto Januvia Farxiga Entresto Enbrel Imbruvica Stelara Fiasp; Fiasp FlexTouch; Fiasp PenFill; NovoLog; NovoLog FlexPen; NovoLog PenFill https://www.hhs.gov/about/news/2023/08/29/hhs-selects-the-first-drugs-for-medicare-drug-price-negotiation.html,14,5,1,2619,0.7636502481863306
418,418,Derek (they/them),derekischmitz,https://twitter.com/derekischmitz/status/1696499041289257281#m,"The drugs are Eliquis, Jardiance, Januvia, Farxiga, Entresto, Enbrel, Imbruvica, Stelara, Flasp/NovoLog.  This is HUGE.   Negotiations have a price applicability year of 2026. Meetings start in Fall 2023 and negotiations end Aug 1, 2024. More: https://www.cms.gov/files/document/fact-sheet-medicare-selected-drug-negotiation-list-ipay-2026.pdf",3,1,0,2490,0.1606425702811245
180,180,Chris Gothner,Chris_Gothner,https://twitter.com/Chris_Gothner/status/1697059135852814447#m,Imbruvica? Isn’t that who sang “Torn”?,0,0,0,2489,0.0
656,656,Krzysztof Potempa,BRAINCURES,https://twitter.com/BRAINCURES/status/1622956041058000897#m,🧵Drug Propriety Name-Mean Annual Sale USD billion: Keytruda-$5.5 bn Opdivo-5.1 Biktarvy-4.4 Harvoni-4.4 Eliquis-3.8 Tecfidera-3.5 Genvoya-3.4 Ibrance-3.4 Ocrevus-2.9 Veklury-2.8 Imbruvica-2.7 Sovaldi-2.6 Trulicity-2.2 Darzalex-2.2 Mavyret-2.2 Perjeta-2.1 Cosentyx-2.0 Entyvio-2.0,2,0,0,2439,0.08200082000820008
651,651,Jeff Sharman,jeff_sharman,https://twitter.com/jeff_sharman/status/1624797888990822400#m,@chadinabhan unpacking the story further of #calquence #imbruvica development with recent interviews of @jeff_sharman and @nathanvardi for his podcast!  Thanks for adding to the color and texture of a great story,5,1,0,2437,0.24620434961017645
